split,class,source,prepared,variant
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.17.16__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.17.16__box001__lower_contrast_0.73.jpg,lower_contrast_0.73
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.13.37__box005.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.13.37__box005__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.13.37__box005.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.13.37__box005__lower_contrast_0.65.jpg,lower_contrast_0.65
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.20.35__box003.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.20.35__box003__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.20.35__box003.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.20.35__box003__brighter_1.20.jpg,brighter_1.20
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.13.37__box010.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.13.37__box010__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.13.37__box010.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.13.37__box010__rotate_270.jpg,rotate_270
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/classifier_only__DSCF2683__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/classifier_only__DSCF2683__box002__original.jpg,original
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/classifier_only__DSCF2683__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/classifier_only__DSCF2683__box002__rotate_90.jpg,rotate_90
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__DSCF2642__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__DSCF2642__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__DSCF2642__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__DSCF2642__box001__rotate_180.jpg,rotate_180
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/approved__DSCF2719__box003.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/approved__DSCF2719__box003__original.jpg,original
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/approved__DSCF2719__box003.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/approved__DSCF2719__box003__lower_contrast_0.67.jpg,lower_contrast_0.67
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__DSCF2674__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__DSCF2674__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__DSCF2674__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__DSCF2674__box001__lower_contrast_0.78.jpg,lower_contrast_0.78
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/approved__DSCF2616__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/approved__DSCF2616__box002__original.jpg,original
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/approved__DSCF2616__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/approved__DSCF2616__box002__brighter_1.20.jpg,brighter_1.20
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.13.52__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.13.52__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.13.52__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.13.52__box001__lower_contrast_0.80.jpg,lower_contrast_0.80
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.20.07__box011.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.20.07__box011__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.20.07__box011.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.20.07__box011__rotate_270.jpg,rotate_270
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.25.30__box004.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.25.30__box004__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.25.30__box004.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.25.30__box004__brighter_1.19.jpg,brighter_1.19
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__DSCF2648__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__DSCF2648__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__DSCF2648__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__DSCF2648__box001__brighter_1.23.jpg,brighter_1.23
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.23.35__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.23.35__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.23.35__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.23.35__box001__rotate_180.jpg,rotate_180
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-05-30_at_17.43.01__box016.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-05-30_at_17.43.01__box016__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-05-30_at_17.43.01__box016.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-05-30_at_17.43.01__box016__lower_contrast_0.67.jpg,lower_contrast_0.67
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.20.53__box005.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.20.53__box005__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.20.53__box005.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.20.53__box005__lower_contrast_0.77.jpg,lower_contrast_0.77
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-05-30_at_17.43.01__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-05-30_at_17.43.01__box002__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-05-30_at_17.43.01__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-05-30_at_17.43.01__box002__rotate_180.jpg,rotate_180
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.12.45__box003.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.12.45__box003__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.12.45__box003.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.12.45__box003__rotate_270.jpg,rotate_270
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.20.12__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.20.12__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.20.12__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.20.12__box001__brighter_1.33.jpg,brighter_1.33
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.20.12__box006.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.20.12__box006__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.20.12__box006.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.20.12__box006__brighter_1.22.jpg,brighter_1.22
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.53__box014.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.53__box014__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.53__box014.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.53__box014__lower_contrast_0.72.jpg,lower_contrast_0.72
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.24.33__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.24.33__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.24.33__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.24.33__box001__lower_contrast_0.77.jpg,lower_contrast_0.77
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/approved__DSCF2712__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/approved__DSCF2712__box001__original.jpg,original
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/approved__DSCF2712__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/approved__DSCF2712__box001__lower_contrast_0.65.jpg,lower_contrast_0.65
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.23.35__box008.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.23.35__box008__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.23.35__box008.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.23.35__box008__lower_contrast_0.78.jpg,lower_contrast_0.78
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/classifier_only__DSCF2709__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/classifier_only__DSCF2709__box001__original.jpg,original
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/classifier_only__DSCF2709__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/classifier_only__DSCF2709__box001__brighter_1.27.jpg,brighter_1.27
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.14__box007.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.14__box007__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.14__box007.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.14__box007__brighter_1.23.jpg,brighter_1.23
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/classifier_only__DSCF2702__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/classifier_only__DSCF2702__box001__original.jpg,original
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/classifier_only__DSCF2702__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/classifier_only__DSCF2702__box001__brighter_1.26.jpg,brighter_1.26
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.25.30__box010.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.25.30__box010__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.25.30__box010.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.25.30__box010__rotate_90.jpg,rotate_90
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__DSCF2719__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__DSCF2719__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__DSCF2719__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__DSCF2719__box001__rotate_270.jpg,rotate_270
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__Screenshot_2026-06-01_at_18.23.03__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__Screenshot_2026-06-01_at_18.23.03__box001__original.jpg,original
